Column1,Narrative,Abteilung
164," Hello, I get the error message: 46283. Fatal error in OWH application. Can you help?       ",1
284," I did not find the AutoSortSD function package mentioned on your website in the program. Only after downloading plug-in functions a dataset function was available, but with this I did not succeed in the above mentioned goal. Can it be that there are several dataset functions? Which function do I need to use to accomplish the above goal?       ",6
466," Dear helpdesk team, I bought Power 6 yesterday and wanted to burn an iso process (charity sale of our partner) to DVD with the program today. I guess that worked, but again an sfc file was created. So your program does not convert to data. Now I have already many registered software from WAREHOUSE. One more is not important now: which conversion program am I missing? Yours sincerely Werner Würzmann Altenburg       ",2
43, The following error message: !!! MBK exception in CopyWorkspace: 13 - process failed !!!    what next??       ,5
24," I bought a Complete EMV data scanner brand Goldbuster type DVSZ 8.3 F5 at Kaufhof. If I now import a process file in Complete EMV format from the USB stick (card reader configuration: Psk/80MB/81Seg/26Bpd/File_Typ .crv), I see the order number in the Warehouse Program but no data. Even if I try the 5 possible configurations under Display configurations/ Display options in Preview in the coordinator under Process mode, I do not see any process, at most one data record. Meanwhile the order number is displayed normally. Please for advice since I cannot edit my EMV_Processes now.       ",3
274," when I enter my unlock code, the green tick appears. But when I press the illuminated ""Use program unlimited"" button, I get the error message again: The unlock code is not correct. Please check the unlock code you entered or contact the WAREHOUSE helpdesk.       ",6
113," Even when I start Warehouse Super Product Designer, I still get an error message. The program could not be executed. Possibly the program folder is corrupted. Reinstalling the software might fix the problem. If this error occurs again, please contact the helpdesk. Error code:-9.       ",1
188," When I play the .pbl file in the preview monitor I get the order number. When I drag the .pbl file into the project, I have a second line in the overview mode (I assume the order number line) but I don't get any order numbers in it. How do I get the order numbers? Transfer settings, order number on/off? I just can't get to it.       ",3
423," Hello, I have the following problem: when I load sequences for editing in the program, the data and order number are no longer synchronized. If I have it right at the beginning of the sequence and then look further at the end, everything is still shifted at the back. Partially 13 fields. Or more. How does this happen? What can I do about it? About a feedback I would be very happy.       ",3
443," When editing the flow, an error message keeps appearing. It says that Warehouse Sales Firstclass is no longer working and that the program will be closed. When opening the project again, the project must first be restored and saved under a new name. Often there is also a message that the memory is full. The project is 30 megabytes, is that too much? So I split the process so that the project is only 15 megabytes, but the error message still keeps coming up. What can I do?       ",5
528," Now that I have bought a new PC with 6 processors from Arlt, I still have the same problem. When I put in a flow, the data stalls when calculating through, the more I edit, (calculate, insert text and product data) the worse it gets. I have tried all the program settings recommended in the helpdesk, but nothing changes. My PC expert doesn't know what to do either. I don't know what else to do and hope you can help me. With kind regards Michael Krüger       ",1
150," Hello service team, I bought a few days ago -Warehouse Sales Firstclass Neo EMV-. Yesterday I installed the software, unfortunately the following problem occurred: After finishing the installation, which is basically done by itself and took me more than 3 hours, a window appeared asking me if I want to start Warehouse now. I confirmed with -Yes-. The start occurred, the user interface became visible. On top of it was the logo, under which was written in small letters ""Program interface is being updated...... "". I waited further 3 hours. Nothing changed. (The Windows Vista waiting circle kept turning) I could not click on the interface. So I aborted the process via the task manager, restarted and tried again. Unfortunately with the same success. At no time did a window appear telling me to unlock the software. During the installation I was not told, as described in the manual, if I should be allowed alone or multiple users. Now I have bought a program that does not start. Therefore I hope now for help. Some info about the computer: - the used PC (Gigabyte U84t) is not connected to the Internet and will not be - user program: Windows Vista Ultimate - graphic card: ATI Geforce go 8444 - element: Realtek High Definition Audio - 4 GB RAM - 75 GB hard disk - screen resolution: 1024 x 768 pixels - on the computer is already Warehouse -products in the IT and OFFICE catalog - as well as the Warehouse product organizer, both from 2008 Thank you for your help B.Aergher       ",1
409," I bought the download version of ""Sales Firstclass 20 Ultimate"" and installed it including the additional software. When I start the Getright function in ""AutoSortSD Ultimate Functions"", the corresponding window opens. However, the height of this window is too large and it protrudes above and below the edge of the screen. Thus, I can neither close it via the cross at the top, nor confirm it via the buttons at the bottom. How can I make the window smaller? Thanks for your help!       ",1
98," During a project I suddenly could not edit at the position where I stopped the process. The cursor always moves to the upper left corner. At the beginning of the process I could stop with the space bar cursor stayed at the position and I could do my editing. Now the cursor always returns to the beginning position of the process when I stop, so editing the process is impossible. How can I make this right again.       ",1
114," I've been trying to run my legally store-bought program for two hours. Unfortunately, the error message -9 appears when I run it.       ",1
353," Good evening. I have connected my EM data scanner BPS KL-IM2311 to the PC via EtherNet 4000. Drivers are properly installed.    If I select ""EM card reader"" as creation option, the device driver ""BPS KL-IM2311EG"" is displayed correctly and I can control the data scanner via the program. However, the data preview shows only a few data records. The result is incomplete. If I select ""EM as DATA erstallen"" in advance, only ""CWV-compliant EM-Hardware 4000 ARC"" is displayed as device driver. I cannot start a build. Info about the PC: ACPI x86-based PC Operating system Win7 Graphics card ATI Radeon4032 CP NWRL-compliant TEC 4000 Host controller Pentium(R) Quad-Core CPU E8680 @5.73 GHz       ",4
191," Since a short time I can no longer use the profit calculation. when entering the time period appears the message: ""error parsing XSL file"". earlier it worked great, but yesterday I installed their upgrade. is this perhaps because? please help, in the helpdesk many users have presented the same error or? thanks in advance.       ",5
330," When I want to burn my slide show, no burner is displayed. Encryption occurs but no burning       ",2
593,"    i bought the program product organizer 13 firstclass. during the installation i got an error message ""there is a problem with the conversion of your product    data store.you will not be able to use your product store    with this product.please contact the helpdesk    for support"" i confirmed this with ""ok"" and finished    installing the prg. when i start the prg. i get the error message ""error in warehouse data store    - Error code 03377405Uncompleted on Request :Query input WhInstance62 failed! Cannot access DS-Directory! LastError: 37 ""       ",4
467, this is a copy of your request to the WAREHOUSE helpdesk. hello how can you close a dvd so that the product preview runs on any dvd drive ? runs here on the computer but is not recognized by any external dvd drive You can also view your requests and the corresponding answers at the    following link. https://helpdesk5.warehouse.com/customer/warehouse_getintouch/requests Your WAREHOUSE team    can not open or find anything !!!       ,2
165," Good morning. I politely ask for clarification on what the terms of the EMC process upload are. Unfortunately I can't find any info about this on Warehouse pages. Anyway, it doesn't work: Upload of an EMC process, 25MB, DATA, 81 segments -> Display in the online collection: 35 segments Upload of an EMC process, 8 MB, DATA2, 81 segments -> Display in the online collection: 35 segments Unfortunately, Warehouse's answer to the same question from user ""Lafer"" leaves everything open. What does it mean. ""Your process file is too large. This unfortunately takes too long to load on the intranet. Unfortunately, you cannot display EMC processes in the online collection. This uses a pre-made formatting, which cannot be changed. Thank you for your understanding."" [Source: http://www.warehouse.info/de/spatz-online-sammlung-ultimate-emv-prozesse-nur-bis-35-segmente.tipps.262246.xml] What do I need to do to have my processes represented as EMV as offered in the Ultimate package and shown on the Warehouse sample pages? Thank you very much for any information! Luigi       ",1
594,"    i bought the program product organizer 13 firstclass. during the installation i got an error message ""there is a problem with the conversion of your product    data store.you will not be able to use your product store    with this product.please contact the helpdesk    for support"" i confirmed this with ""ok"" and finished    installing the prg. when i start the prg. i get the error message ""error in warehouse data store    - Error code 03377405Uncompleted on Request :Query input WhInstance62 failed! Cannot access DS-Directory! LastError: 37 ""       ",1
162," Dear Sir or Madam, I sent several friends a password for my online collection, and after about 3 weeks they could no longer log in. Why is this so. With the Acer online collection you could always log in as a guest with the assigned password.       ",1
523," I have the 64bit version of Windows 7 and I am very disappointed with the performance of the Warehouse Sales Firstclass WH Ultimate. They tell in the advertising with each version now even faster and even faster. The truth, however, is trotslos. Your program still can not handle 64bit systems. I have 4 x 3.1 GH processors and 6 GB of memory in my computer. There are 60 megabytes of EMV raw data in the overview, so still without any functions. I am working with half power and the program can hardly do a 5-S calculation and if it does, it is so slow that the job cannot be processed.    Please tell me that this is not all. And one more question: How can I ever get the finished sequence (about 200 Mb. with functions) in EMV quality out of the computer, if it shows me the sequence in the overview halting. Which configurations? A quick answer would be super, because I would like to present the flow before Christmas. Jasper Beckenbauer       ",1
354," After the driver installation I get the message: 1133 Script controlled installation could not be completed. I do not get any data from the process scanner, the display screen remains black. MfG Knoblocher       ",4
178," Win7, no connection to the hardware during direct creation       ",3
510," I have a problem with the installation of Traiber for ""Archive your inventory lists"". We have carried out the installation with Windows XP according to instructions and prompts. Here it came already to first Überschneidunegn, since we may not have connected the USB adapter according to instructions, but had to connect it according to instructions of the software. After the completion of the installation, no reboot was performed as announced in the description. In the device manager we find, with the adapter connected, a USB composite device. Additionally, under other devices, we see a problem with:USB 1658 Device. When trying to assign a new driver, we could not find a driver on the CD via the device manager. Note: Continuation not possible, no driver available for this hardware. When starting the editing program, we also cannot find the adapter, and cannot import any processes. Also a new installation with the latest driver from your homepage was not successful. Please let us know in a short time how we can update the driver of the adapter, or what we can do to achieve a recognition of the adapter in your editing software. With kind regards       ",4
472," When I try to export the spec sheet or click on the preview, I get the message ""Native error"" (no error number). Running with admin rights does nothing. The program has been updated to the latest version. I ask for immediate help with this problem, as your program is so not only worthless (no unlocking of the detail sheet possible), but several days of work are lost. Yours sincerely Martin Zweig       ",5
504," Dear Sir or Madam, I wanted to archive my first stocks today. Unfortunately, however, I have to inform you that the USB process manager neither has a function display nor logs on to my computer. So it is to be feared that the device is defective. I would be very grateful if you could contact me at short notice - preferably by e-mail. Thank you in advance.    With kind regards       ",4
373," Dear Sir or Madam. For years I was a satisfied customer of your products, especially the Sales Firstclass series. But unfortunately I am facing a big problem. In the course of technical development I bought a Complete-EMV data scanner from BPS. As an optimal tool for this, I purchased the download version of Sales Firstclass 19 Neo from Winload. But unfortunately this program does not make me happy. When editing Complete-EMV processes (no matter if in CWVEMX or DATA format) there is an almost permanent CPU overload to 100%, when calculating or displaying the overview there is extreme stalling. If you see my computer equipment, the problems can not be caused by the hardware. The same problem is reported by an acquaintance of mine, who has also used your program for process processing, but is now also desperate. In the meantime I would like to return the software - but Winload refused with the reason that download versions are excluded from a return. So now a last try with your helpdesk. Do you have a tip for me, how to work satisfactorily with Complete-EMV material? (And maybe I will be satisfied again?) With kind regards       ",1
576," Hello ! I got a process program Warehouse Sales FIRSTCLASS 7 days ago. Unfortunately, I can not activate my data scanner SOLARMOBILE MB-HD700. USB - cable is connected. The following note: No connection to the hardware could be established. But according to Solarmobile it should be possible. If not, can I exchange or return the device ? For your efforts I thank you already and remain with kind regards Christian Schmidt, Gartenstraße 33 D 87530 Bielefeld          ",3
71," Dear ladies and gentlemen, I've been trying for a few days to register and get the activation code.When entering my data, m ir is always told that these are not correct under my e-mail address always shows that this is not correct, I know now at4m best will no longer what I should do. Since one buys programs and one cannot use these. Habe a new password angefordertr also this he does not accept. On 29.05.2011 I installed the program and since then there is the Un annehmlichkeiten, because I want n and finally mayl be finished with my work. I hope to finally get a positive answer. With kind regards Dietlönde port snore       ",6
441," I am trying in vain to load several data on a data sheet that should be displayed in their original formatting. When exporting the datasheet I always get an access violation and the hint that the memory is running out? Why do I have 4 GB RAM in my computer ? When I tried the advice to compress the data, all data was falsified in such a way that I had to create the whole data sheet again! Can you give me some guidance on how to present data in full without running out of memory and quitting the program? Had the error message for this         ",5
301," Re: Sales firstclass 20 Ultimate xtraGOOD Xorporare 5 can no longer be unlocked after several reinstallations of Windows and thus of the program. In the meantime I use Sales firstclass WH (a very good program), but I am very disappointed that this excellent plugin is missing. Therefore I would like to continue the cooperation in Sales firstclass 20 Ultimate in the usual way. Yours sincerely Lothar Dunkelmann         ",6
349, I have a few days ago the program Sales firstclas 20 Ultimate purchased from you and installed then I have my card reader connected to the EtheNet interface and the creation selection window opened then EM card reader selected when I dan the green creation button transfer to select the process is started in the card reader but the preview window shows only incorrect characters and the process is not transferred. what have I done wrong? I hope you can help me Yours sincerely       ,4
583," My article preview that is being edited can no longer be started / edited. A window appears with the following text: The smartcard device No. 3 Data Out cannot process this format. Reason: The format is not supported or not readable. Use the ""Supported"" function to determine the possible formats.        ",4
622," Hello, I purchased the    above software over the Internet. When I try to install the program, the following message appears:    A problem occurred while converting your product data store. Therefore, you will not be able to use your data store with this software. Please contact the helpdesk for assistance.    I have done so herewith and gladly await your assistance.    My order number is : 35404311026701438WHC    Regards       ",1
429," Dear Sir or Madam, I have transferred an analog process from my process scanner. When viewing with e.g. CRD Payment Reader, data and order numbers are synchronous. When I import the process for processing in Sales firstclass 19 Neo Special Edition, the data and order numbers are not displayed synchronously. What am I doing wrong or is there any way to synchronize? Thank you in advance for your efforts and best regards from       ",3
471," Dear Sir or Madam, For some time I like to work with your program Specs Manager 9. Now yesterday I also bought your program SSales simple 6 EMV. The installation was apparently successful, although I was not asked for the Serial-No.. When I started the program, the error code -9 appeared, which I have seen so many times. I have tried many different possibilities from the warehouse forums and from your Frequently Asked Questions. Among other things, I used whrescue.exe to perform a cleanup. However, after reinstalling, the same error occurred again. Unfortunately, my SPECS Manager 9 now also no longer works and there the same error message -9 appears on startup. Maybe you can help me? Best regards Ralf Brunger       ",1
605," Hello my name is Jessica Grosmann. I bought SpecsManager 11 Ultimate on Friday, 12.4.11 and also installed and registered it on the same day. Unfortunately, I had to find out that my account was apparently not set up and I have therefore registered myself again on their site. When I then wanted to register my SpecsManager 11, this was blocked with the message that this product is already registriet and I do not need to register it twice. I would therefore ask you to correct this, that is to reset the registration or to tell me the account where it is registered. My serial number is: P5-34748-52366-80540-26476-84177-73426 . Furthermore I have a software problem and the sheetview preview does not work. A small white window opens but nothing is visible on it and in the lower left corner flickers : ""res://ffwindow.dll/cntstop.htm"" this link and my CPU usage goes to 100%. I hope you can help me. I would be very grateful for a quick answer. Jessica Grosmann       ",6
245," The online registration/activation of Statistics Creator WH 21 after the start shows green check marks at serial number and e-mail address, but quits with the claim that no internet connection would be possible. SC can only be terminated afterwards! Under 'My WAREHOUSE' SC21 is already registered! An activation code cannot be created there, because the identification number from the mail form is not correct.    Here the data: Serial number: F6-48114-13332-85740-47515-57034-53433 E-mail address: agnes.torthand@arcor.de IdentificationNR: SC21DLX-47743-57040-88476-55835-01702-62608       ",6
298," Dear Sir or Madam! I have my SALES firstclass 2010 NEO with the serial number D-51207-38458-80204-55530-05112 now played on a new computer, because the old PC was defective; now I wanted to use the program, need for it an activation code - which I should enter according to the Internet warehouse; I do not know unfortunately tmehr, where it is; could I get a new code for it, so that I can use the program again? Thank you very much. MfG Martin Brahms       ",6
588," Dear Sir or Madam, I can not install this program.first error message is that I can not use my datastores(there was an error converting their product datastore...). second error message "" the installation package could not be set up .....My system: Windows XP prof.SP 3 My procedure: Closed all running programs,stopped Kaspersky protection,started installation and that "" custom"" because my programs are all on F.On C is with me only the operating system. I have therefore changed the installation path for program files accordingly as well as the path for functions.2.Installation attempt I have then only the path for the program files on ""F"" changed, all other paths as they were preset. I installed the latest version of the Windows Installer, which was certainly unnecessary, since I have no problems with installations of other programs. As an attachment you will receive Hijack logfile. Please help me urgently,as my article preview is for a meeting,so have a deadline. My thanks in advance for if possible quick reply and kind regards.       ",4
169, Operating system: Windows XP SP3 Warehouse Program: Sales firstclass 19 Error message: CRV file cannot be read.       ,1
613, Hello have volgendes problem I want to esrsellen a new activation code but erläst me not after entering the sernr he tells me I should regestrieren it first I do then he says The serial number you entered has already been used. Probably you have already registered. A new registration is not necessary. But I can not create an update and the same have the product S-56111-83538-36726-57484-10467 expirations in the OFFICE catalog       ,6
372," (Mr. has competently answered many of my inquiries so far) my inquiry is about the automatic saving of projects, which I have configured in the system to 30 minutes. Is it possible that this does not work? I ask for the following reason: at the moment I run quite computationally intensive (EMC) projects. Often the program hangs up for about 1/2 minute, but then continues to run (annoying wait) as if nothing had happened. Sometimes, however, nothing works at all anymore, then I can only close the program via the task manager (quit immediately) or turn off the computer brutally. In this case I can't find the backup copies I made. Yesterday I completely lost a 30-40 megabyte project. Is it possible that I just can't find these backups? Or are they also lost in the case I described (which would be very unfortunate)? I can't find them in the back-up files either. Please also tell me what the last upgrade I downloaded is. It is supposed to improve the performance when working with CWVEMX data. I cannot see any improvement. Thank you for your answer       ",1
5," on my detailsheet http://www.rhein-main-versand.de since yesterday evening some calibri texts are replaced by blue speech bubbles(?!), among others also the imprint - but in the local specificationsheet-creator the texts appear correctly and ready for activation - would be very happy if you could replace the blue speech bubbles with the appropriate texts again :)       ",1
562, I installed Warehouse 20 - now I can't burn a DVD under Warehouse 19 either. Error message;       ,5
61," Hello ladies and gentlemen, I bought the program products in IT&OFFICEKatalog 11 firstclass used. Unfortunately, the program reports error code 27 when encrypting,because the program is activated to another e-mail address. I would like to activate the program now for me personally.please can you send me a new activation code. Thank you very much in advance.       ",6
45,"    Hello Mr. Gründelmann, I'm sorry, but it's me again. I have done everything as you described. The problem is not solved. Burning the first DVD was possible. After that everything stops again. Another burning is no longer possible. The following is displayed: wmem reporb disc project build exception: ok. And: burning was aborted with the following error: Encrypt failed. Encryption of the process failed. View I.O. logfile. I also tried without encrypting. But that did not work either. Stupidly I recommended the same program to my colleague and also to a friend, who now also have problems. Also on the Internet I have read that there are often errors when burning. Now before I say goodbye to the WAREHOUSE program to buy another program,(which I would basically regret), I have two questions. It is a last attempt. Is there an external burning program to load the product preview without problems? Is there a representation of WAREHOUSE in Munich, where I can call with my laptop? In the meantime I have also written to the manufacturer of my laptop to clarify whether there is a problem with WAREHOUSE from this side. Answer is still pending. I am really sorry where you, who always helped me immediately and in detail, have so much work with me. With kind regards        ",5
279, Warehouse Product Organizer 12 and 13 cannot be unlocked with the activation code sent by mail. This software is        ,6
277, A year ago I used the Futureblitz card reader (HANDSCANNER 1210) to keep the Warehouse product organizer software (12 version 7.6).After a computer crash this has now been reinstalled. I get error message Demophase expired - Register with customer no.. What exactly do I have to do now to continue using the product organizer. I would be pleased about a prompt answer very much. L. Feltz        ,6
105," Good day, I have been using some versions of your program ""Product in OFFICE catalog"" for a while, last No. 12. At the moment it could not be opened - error code 9 - have nicely deleted everything, reinstalled, error code remains. Why? Thank you for your reply as soon as possible. ----------------------------------------------------One of your employees thought that I had several versions of Warehouse ""Product in OFFICE Catalog"" on the device. No, only this one, I had deleted all Warehouse data & still it does not work.Instead, my PC gives the following warning:Problem signature Problem event title: LiveKernelEvent Operating system version: 9.6.9665.5.5.6.798.6 Locale ID: 0253 Files describing the problem WD-58616884-0865.tmp sysdata.xml Version.txt More information about the problem BCCode: 241 BCP2: 13A36516 BCP7: 318EDA46 BCP5: 38622612 BCP3: 70046423 OS Version: 2_2_5764 Service Pack: 2_8 Product: 871_8    Everything worked fine until the failed Warehouse opening attempt. Please send helpful message.       ",1
584, Error message during installation (program item: Interbase SPARQL Server): ...a problem occurred while converting your product data storage... Warehouse can not be started. What now?       ,4
415," After opening a DATA file with Sales firstclass 19 Neo, I exported the process as a DATA process. No matter if I edit the process or not, after the export the displays of data and order number run apart. In the original process, the displays of data and order number run in sync. Some time ago I did these exports without any problems. Only after a program update I have these problems. What can I do?       ",3
568," Dear Sir or Madam,    unfortunately I can not ask the question through your website. But I have a problem with your software ""Product in IT&OFFICE catalog 11firstclass"". I already own your software for a long time, now I have got a new computer with Windows 7 and I have installed the program ? Product in the IT&OFFICE catalog 11firstclass"" installed and would like to burn now the article preview on a DVD and receive an error message"" wmem Reports disc project build exception: 026416f5 "" with it I can begin nothing, can you help me? It would be a pity if I could not use your software anymore. kind regards       ",5
469," I tried to generate xml at Warehouse Specs manager - it doesn't work, a window from Warehouse appears with a native error.       ",5
282, the extension code for the demo phase is not accepted       ,6
29," I want to edit a sequence in SFC. The format is DATA3 the order number is in Unicode. The process was recorded on a payment system and now I want to edit it. The process works fine with Windows Payment Reader. In SFC there is no order number at all. When inserting the file for the first time, SFC has a decryption procedure inst. What is the problem here, or what am I doing wrong. Thank you very much. Sincerely, Dieter Löwe       ",3
388," Hi, have a total of just under 7 megabytes of EMC sales material from my Systech MTX-SR40W split into 385 sc2c files. Processing is impractical despite the normally adequate performance of the computer. Converting to PXA seems to help. The files can be edited very fluently - but at about 22nd position in the total view an error message ""Memory request invalid"" appears. In this context I also noticed that the memory is completely used up. Is there a solution to handle EMV processes fluently and without data loss? Would like now ungerrn because of card reader change also the software. mfg Schlaemmer       ",5
391," My program is: Salesfirstclass2010 ultimate (7.8.6.4) - import EMV- process data recorded with a CWVEMX card reader and converted to DAT. - Process (DAT files) edited as usual (element deleted or added, products (wdt) added, some sales processes inserted from a DVD copied to the hard disk -BRG...sop-) - During the burning attempt, after 75% of the encoding has been done according to the progress indicator, the following messages appear: ""Memory request invalid"" and ""Error encoding. No files could be found"". I did not move any files; all are in their original folders. - As an alternative attempt, I saved the flow under a different name and removed all the inserted products as well as the inserted BRG* .sop files. Thus, only the files read in with the card reader and converted to DAT were left in the sequence. But even here, the messages ""A save request is invalid"" appeared during the burn attempt. ""An internal problem has occurred"" and finally ""Encrypt invalid"". - On a trial basis, I also edited the sequence in a test version of Trendset Studio 17. Here the burning occurred smoothly. But I DO NOT WANT TO USE ANOTHER EDITING SOFTWARE AS WAREHOUSE. - Along the way, I also edited and burned other workflows that were captured via the built-in EC data scanner. Worked all smoothly. One more question, I am toying with the latest version of SfC but not sure if my system is sufficient. Can you let me know if SfC 19 will run on my system? In particular, in combination with my EC card, the integrated data scanner should also work. Thank you in advance for your help.       ",5
283," Hello, I would like to install the add-on programs xtraGOOD Calculage 14 and xtraGOOD Corporare 5 on my PC, but the serial numbers indicated on the CD cover are not accepted??? What to do to activate them?       ",6
38," Have tried several times to burn my product preview with the disc image comes each time error. Problem in class ""wmembank.dll"" (loading address:7X0f4d0124) at address Ox6ffcre Exception 6Xd3382563 ACCESS_FORBIDDEN. Have sent error log also. Have the program new and 1st time tried to burn. encryption runs about 2 hrs. Did not happen to me with my previous version Warehouse 12. have used products,processes and statistics.       ",5
213," Dear Sir or Madam, In May 2010 I purchased your software Warehouse product Ultimate Unknown T625DZDBFD 0500357113655. I upgraded my computer from Vista to Windows 7 and now I cannot install the Warehouse product program. How can I fix this problem without purchasing a completely new program again. With kind regards       ",4
94," Hello, I would like to ask for assistance with a sales flow processing with Salse firstclass 20.During processing, the problem occurs that the display arrow always jumps back to the start of the flow. Setting the range pointer ""Expiration start"" to the corresponding point of further processing has no effect. The display arrow no longer jumps to the section or sequence end and cannot be set with the section pointer either. The red bar below the preview window is no longer visible. I suspect that this problem is caused by an error, but despite great efforts I am not able to find the cause. Thank you for your efforts mfg E.T.       ",1
229, Can not install in this new PC Sales Xtra L. The message appears: Windows version not supported. The Warehouse Sales Xtra L installation is not possible on Unknown. Please install another Windows version to proceed with Warehouse Sales Xtra L installation. I can't make any sense of this. With kind regards       ,4
337," The above information refers to a netbook that I want to use as a second processing PC. I wanted to create process files from a Systech MTX LK3D via Ethernet. The data scanner is found, it can also be addressed from SFC 20, but neither data nor order number are created. When previewing via the control buttons below the preview image, it only shows the data if I delete the checkmark in front of the ""Product preview"" logo and add it again immediately. I use an Ethernet cable with fiber optic contacts on both sides. On my desktop PC I use a 7-/9-pin cable (SFC 19), here the problem does not occur. However, here during the creation the hardware acceleration switches off and the result is not found by SFC 19.       ",4
2," Hello, I have 3 questions about ""Sales firstclass WH Neo"": 1. In overview mode, I have marked a part of the flow with the flow marker (blue line with start and end marker). However, the export routine exports the entire sequence, including what is outside the sequence marker. Is this a program error (with ""Sales firstclass 2008"" only the flow part between the start and end marker is burned correctly)? 2. in export mode the font in the small preview window in the file menu is always identical to the font of the header line from the submenu. How can I break this link, or is this a program error? 3. is there a complete manual, maybe to download or to order? M.f.G. Miraculix       ",5
311," Good day,    entered my problem in Syscare and also wrote an e-mail to Mr. Joachim Meyer, using the same ticket number. The problem still exists, even with a second direct sale I tried to burn today. The message is: ""Burning process successfully completed"", without a single bit ending up on the BD.    Let's hope the best, Kuno Lynch       ",2
124," Unfortunately, I had sent you the wrong computer data with my first mail. Here now the correct data, and again my request: When editing a process, I changed the statistics data, to maximum. Shortly after that I could not calculate any more orders. The error message always appears: The smartcard device 'Card / Scanner (Epson' cannot be opened for billing. Reason: The hardware is already in use. Wait until it is released and try again.       ",4
567," The burning process is aborted after processing with the following message: wmem reports disc project build exception 026416f5 Further burning attempts after uninstalling Nero and switching off the anti-virus program did not bring any change, not even after installing the latest bugfix.    This problem is also discussed in the customer forum with several posts, but I did not find any solution convincing.        ",5
539," My program is: Products in IT OFFICE catalog 10 (7.3.5.3) After the creation of a product preview, I press on the sign -burning- .it run all three or five operations so that at the end the product preview with integrated statistics in the burning process can be burned on a DVD.After a short time appears during burning a small window on the screen, where it says - internal problem - and the burning of the product preview wrd aborted.       ",2
242, good day! i am forced in the future to create my specsheets with xml codes so that they are readable and presentable on android programmed devices. since i want to continue to use an apple as my work tool and do not want to switch to windows i have decided to leave the specs manager or the specs creator that you offer in the warehouse-online cloud.. i would like you to continue to host all my domains that i have registered with you. now my question: when i export the new sheets i have created in the .trl from my new program - how can i upload them to you under the .ssh assignment of my domains?       ,6
461," Hello, after suddenly my program works and stores the files correctly on the PC after compression in ARC, I can store them as flows. This revealed 2 new problems: 1. how can I save objects in a project as individual flows, for example, in a sales list are several direct sales ? I currently help myself by loading the project, deleting all the objects I don't want and saving the rest as a flow. I do this for each project until I have saved all the objects as individual flows. 2. as I notice, not only I have the problem with Warehouse to activate a required decryption procedure separately. All descriptions do not correspond to the practice. With product registration came no prompt With DVD burning comes only after completion when running the message that the DVD can not be executed because the use is prohibited for my country. What is this bullshit ? What kind of identification number is needed ?       ",2
257," Dear Sir or Madam, since I bought an Apple ,iMac Os X, I wanted to ask if I can use my Warehouse programs, mainly sales firstclass 20, also on this computer from Apple iMac or are they not compatible? On the package it said Windows only. Maybe there is a possibility, of which I know nothing. I would be grateful for any information. With kind regards Tyler Lothares       ",4
362," Hello also after reinstallation problem code -9 What now????? Greeting     -----Original message----- Hello, when starting Warehouse xtra L 8.8 after installing Warehouse Bill Cleaner studio the problem code -9 appears. Although the problmecode is described in your FAQ I would like to ask anyway. Reason After the installation of Warehouse Bill Cleaner studio, when running Warehouse Xtra L, I got the message with the problem code -9. Since after the installation of Bill Studio the program Warehouse Xtra L 8.8 was started, I think the problem is with the Bill Cleaner studio which ""shot"" some installation files for Warehouse xtra L 8.8. My question is do I know how to use Bill studio in addition to Warehouse Xtra L 8.8? With kind regards       ",1
205," Dear Sir or Madam, I bought and installed Sales firstclass 20 ultimate a few days ago. Now I wanted to start a profit calculation. When entering the month under Enter profit target and confirm with Enter, the error message ""Error parsing XSL data"" appears. Where is the problem and how can it be fixed. Many thanks Ralf Keltau       ",5
602," Dear Sir or Madam, every time I start Sales firstclass 20 neo, I am asked to register this product. It is already registered. But when I follow this request, I get a message that it is already registered under this number. What can I do to stop this prompt? Thanks in advance.         ",6
445," Hello! My free web memory (1024MB) is full. so far so good. Now I deleted several image files, but the system doesn't notice: it still reports the memory as full. What to do so that I can switch and show other images instead of the deleted ones? Thanks in advance, Theo Sternenbauer       ",5
225," Dear Sir or Madam, I have upgraded my computer to Win 7 and can no longer install the Sales firstclass 2009 program. Do you have a solution. Thank you very much and best regards       ",4
404," When installing Warehouse XLS Maker 19, I do not get any error message during the installation. But when I try to start the program it says ""The installation is invalid. Please reinstall the program or contact the helpdesk"". I have already tried the installation with the ""compatibility program of Win7. Same result in the end. The third time I also downloaded the latest download, rebooted, and again got the familiar error message.        ",4
587, During the installation you get the message that an error occurred during the conversion of your product data memory. You will not be able to use your data store with this software. Please contact the helpdesk for assistance. I have sent the error report to Warehouse.    With kind regards       ,4
331, I need version 9.5.432 or higher. DLLAV 35. dll This data is called before I can burn.       ,2
190," Hello, there is no order number in the direct creation, I use Windows XP, how can I fix this error ? I tried to transfer creations from the product library of STF and UFG Thank you Thorsten Schriller       ",3
426," I have already created a process, has worked laboriously. Now with the second flow the order number does not match the data. How can I synchronize this? Cardreader: Systech Handyscan BGH-SD43W       ",3
159, After a new installation of sales firstclass the program can no longer be started       ,1
272," My program is: Salesfirstclass20 ultimate (13.3.2.35) Card reader: Systech MTX XT 12 This card reader stores on SD card When loading EMVX process data, the program aborts after about 500 Kb and reports: System memory insufficient. Processor performance too low or insufficient memory. My computer: Acer Intel Phantom II X53711 3.0 GHz Memory 8 GB 6.28 usable Graphics processor NVIDIA Geforce EMV 6300 System Windows 7 Home Ultimate 32 Bit       ",5
